comment_user,comment,comment_date,likes_number,replies_number
tas███rco███ng,Long live the creative hands crazy .. Actually and the comfort of the house is indescribable,2024-02-16T06:45:22.000Z,1,1
nah███107███,Gorgeous!,2024-06-11T15:51:46.000Z,1,1
nih███kam███n_2███,Awesome holiday🥂,2023-04-28T13:52:27.000Z,1,1
mun███r88███,All reconciliation,2024-02-17T17:38:04.000Z,3,1
san███_na███an_███,As with what you say,2024-10-03T17:44:50.000Z,1,1
ela███mar███boo██████,"Thanks Dr Little 👏You are serving the Master very well 🔥in your Calling, and back home in Jamaica, 🇯🇲we are so very grateful proud of you.  Unlimited blessings 🙏🙏to the entire Team 👏",2024-03-24T17:32:35.000Z,1,1
rin███nne███,Wonderful photography ❤️,2022-07-16T15:52:24.000Z,1,1
sah███aso███,My screen is burning when I play this 🔥🔥🔥🔥,2024-07-27T03:23:23.000Z,1,1
mla███0_2███,How long will we use it after mixing it with water ?? Time hours or its effectiveness remains for several days ??,2020-03-28T12:33:38.000Z,1,1
h.e███ati███,طيب بعدين نزيله من ع الاسطح زي الارضيات ولا خليه عادي بحسه مش بيروح,2020-03-28T12:12:53.000Z,1,1
tan███g22███,To draw attention to the dock😂😂😂,2024-09-17T06:41:58.000Z,1,1
sez███lmo███,@razan.tmn,2019-10-25T16:52:21.000Z,1,1
sal███aln███r,🌸🌸🌸🌸🤍🤍🤍,2024-06-25T18:22:53.000Z,1,1
swe███dya███,"Our dear teacher, Munawar",2024-06-18T21:42:31.000Z,1,1
mah███1,"Brother, Al -Ghaly, I wish you Joe Dafi",2024-06-18T18:03:13.000Z,1,2
doa███int███,"No words, just wow 😍",2024-09-08T19:31:28.000Z,1,1
sig███.mi███,Absolutely stunning!,2024-09-08T16:52:48.000Z,1,1
mar███ese███124███,Beautiful blessed family God continues to bless you.,2022-10-14T17:19:51.000Z,1,1
alb███okf███al,What is its price,2024-05-19T08:30:42.000Z,1,1
sab███ali███eu,How beautiful! God always bless you,2023-02-20T02:56:52.000Z,1,1
jan███ito███ego███,😍😍😍,2023-05-05T22:16:21.000Z,1,1
i.h███,@amnasalwan_Description,2024-07-21T19:38:40.000Z,1,2
7an███_ra███,لا لا كتير كتير واو😍😍😍😍😍😍😍,2024-05-29T19:47:09.000Z,1,1
lhw███980███,👏,2024-05-30T20:21:30.000Z,1,1
mz1███5,I’ve never understood why the US stands behind Israel???,2023-10-25T19:38:15.000Z,1,1
jnj███555███,"The creativity of God, may God bless you",2024-08-18T10:41:13.000Z,1,1
sum███jab███,My creator is always ❤️❤️,2024-08-17T20:27:51.000Z,1,1
non███anz███aim███,Crazy my life,2020-05-24T07:57:45.000Z,1,1
rod███o10███,How beautiful. I'm dreaming of this day 🙌,2023-02-06T10:30:42.000Z,1,1
mun███abd███ah9███,👏🏻👏🏻👏🏻,2023-11-06T19:48:03.000Z,1,1
ste███o_n███i,Wonderful photo 😍😍😍👏👏👏,2024-01-05T13:42:35.000Z,1,1
vla███hun███,Why not Latin language up there? If it Roman Empire,2023-01-29T19:18:13.000Z,3,2
rom███.le███na.███,Congratulations Andre!!!❤️,2024-08-30T18:51:53.000Z,1,1
exj███ork███yga███,The coolest thing EVER! Me and my gf @katievibesonly (who I met in gamma phi 🥰) were freaking out in the theater! We love you SO much Kristin! 🌙💕,2024-12-07T15:28:49.000Z,1,1
mir███r,Thank you for being awesome. I’m happy to work with you everyday!,2024-08-30T16:16:59.000Z,3,1
luc███ram███oba██████,🔥🔥🔥❤️🙌,2023-11-19T17:22:10.000Z,1,1
san███_sa███ar_███,I need it! 🙌🙌🙌,2023-12-27T16:14:14.000Z,1,1
viv███noz███,😍😍😍😍😍,2023-11-05T21:40:29.000Z,1,1
dia███anr███,Vas @lindasuaazo,2023-06-18T02:04:14.000Z,1,2
bet███lo7███,"I can't help saying that you are a Mujerooon, but that personality, that beauty uff you are beautiful baby, @paumtzurita really how much class ♥ ️🍷",2023-06-16T09:39:35.000Z,0,1
luc███ram███oba██████,👏👏👏👏👏,2023-11-19T16:14:09.000Z,1,1
mon███rg,@clio.almeida,2022-06-16T23:17:56.000Z,2,1
son███odr███ez4███,I want is just what I need 🙌❤️,2023-12-27T14:57:47.000Z,1,1
bel███yp,"I want, I'm going to try and leave with me hahahaha @kimkls_",2023-10-11T05:29:30.000Z,1,1
mar███pal███rc,❤️❤️❤️,2024-01-08T19:40:48.000Z,1,1
jen███fer███,The rose would be perfect🤩,2023-12-27T17:15:12.000Z,1,1
enr███e.m███,But is that product for men's hair or for women's hair?,2023-10-31T17:53:30.000Z,3,2
sti███uij███rs,@PimRecourt would those bricks hanging upside down now also are satisfied? 🤔,2024-11-22T14:21:13.000Z,0,1
rob███lde███od,The sloped partition wall with the circular opening is such a captivating design element! Such a clever contrast to the post-and-beam house—stunning work!,2024-11-15T13:37:22.000Z,3,1
col███ate███i,Our sweet Ciana! We are so unbelievably proud to see all you’ve done 🩷,2024-12-06T02:55:14.000Z,2,1
eli███eth███dol███,Hey @lauren_jeffrey16 girllll,2024-12-07T02:50:10.000Z,1,1
bai███_kl███ham██████,this reminded me how much i miss bailee 🥲🩷,2024-12-03T00:45:17.000Z,1,1
mol███lev███,@gammaphinsu hey girls!!!,2024-11-15T17:19:57.000Z,3,1
dar███ose███ol,@noa.olivia.amar so happy you’re my sister 💕,2024-11-14T23:10:53.000Z,1,1
mik███apa███rr,@avahartman_ @meganpetrik_ @meganebken baddies 🔥🔥,2024-11-13T21:04:05.000Z,2,1
s.g███lbe███,@dove.ellie and @josie.mctaggart two of the hardest working gals i know🥹,2024-11-09T16:48:09.000Z,3,1
ell███sti███van███,@zoemamakos !!! famous !!!,2024-11-09T16:29:14.000Z,3,1
ave███she███,Cuties ❤️ @eirbear3819 @stellanasso @judyhammoud @ninaareece,2024-11-01T09:00:02.000Z,5,1
naa███rte███,❤️,2024-04-08T19:56:38.000Z,1,1
ajt███ash███ict███,@BallonsByk @nina_morganmua @ajekai,2024-04-23T18:58:58.000Z,1,1
ser███mad███,@edMondoa_ @YaWoGBEDA @AFOLEY,2024-04-23T17:13:36.000Z,3,2
de_███us_███ery███,@theresa_neequaye,2024-03-29T14:25:26.000Z,2,1
mis███tit███bui███,This beautiful 😻,2024-05-24T19:51:35.000Z,2,1
afr███bie███,Let me go find mam so we do some,2024-05-04T12:43:10.000Z,1,2
mis███nte███tio█████████a23███,"@a_w3_da_na ,@k_lissaana and @miss_international_africa23",2024-04-24T19:24:14.000Z,1,1
jes███aga███e,@gmurda_ she’s an angel ❤️❤️❤️,2024-04-15T16:00:08.000Z,1,1
awi███di,@akosuanyame.waa my comforter 😍😍😍,2024-04-11T14:59:26.000Z,2,2
tor███ree███,The sweetest !! @hally.lopez @elyssafarley,2024-11-27T04:39:04.000Z,1,2
kat███nn_███rai███,I love @kylie.raelynn,2024-11-22T19:24:47.000Z,1,1
pav███sid███,@anyasasata @manikamoh 😍😍,2024-11-19T22:24:10.000Z,1,1
ixc███.sa███as,@kayaa.ross @Hayleechrisensen cuties,2024-11-06T21:39:58.000Z,2,1
kat███jor███,@amy.n.2020 @mariajgonzalezg love love and love,2024-11-01T21:03:08.000Z,1,1
mis███cki███6,@ariana_stratton @jennifer_baron 🩷,2024-10-30T20:23:27.000Z,1,2
oso███a_n███sei█████████,"@adepaglow_makeover.gh 
@awos_uniktouch",2024-04-09T22:25:22.000Z,1,1
add███and███ntu██████,With proud cheer leaders! You go girl!,2024-03-24T06:29:19.000Z,2,1
s.u███a.n███,@tho.y_,2024-04-29T21:02:41.000Z,1,2
mis███oat███aa,@henabaabudeen 🤭🤫,2024-04-21T17:39:03.000Z,2,2
iam███kua███___███,GNC and all the occurrences at the girls’ side and blue block🤣🤣 iykyk,2024-04-30T21:27:11.000Z,1,2
mr_███hio███e_m██████,@mr_fashion_de_model @yevu_golden,2024-04-23T11:52:13.000Z,1,1
_.q███ndi███,@model_elijah,2024-04-17T09:16:36.000Z,1,1
mr_███sug███,"@tv3_ghana You guys have been fantastic with the election coverage!  God bless you for sacrificing your time and energy out there. 
We appreciate and love you all. We love TV3!
 #First in News #Best In Entertainment",2024-12-10T06:59:37.000Z,2,0
she███od_███,Just listened to you with Josh Smith. Great stuff. Keep them running 💪.,2024-11-26T21:21:45.000Z,3,1
ree███kue███r,@aubreyfwalley ❤️❤️,2024-11-09T13:53:09.000Z,0,1
oba███a,❤❤,2024-04-08T06:43:11.000Z,1,1
yan███h_m███,❤️,2024-04-08T06:21:14.000Z,1,1
dja███eye███,@sheisblackgold,2024-05-14T21:01:17.000Z,2,1
pri███ezz███inc██████,"Eyyy,the AI guys are showing us😂😂🏃🏾‍♀️🏃🏾‍♀️.Baby, I'm jealous' says it all😂",2024-03-30T21:45:01.000Z,1,4
sim███adl███,@eshunz_couture 😍,2024-04-11T12:39:33.000Z,3,1
pve███res███,@theresa_neequaye,2024-03-29T15:24:24.000Z,2,1
naa███mot███y_d█████████,"@serwaamadeit my girl 😍❤️

Thank you printex @printexghana",2024-05-24T10:45:57.000Z,0,1
edm███oa_███,"And if you don’t follow the eyes instructions and the visitor leaves, the rest is for you 😂😂😂😂",2024-05-02T08:37:42.000Z,1,1
adj███asa███,"I attended Agogo State College…Oh Yeah! I’m a proud Asosa🤩. I remember the special treatment athletes received as we prepared for inter-schools or any sports competition. Charlie!!! The lavish care given to us was truly remarkable😄🤩 And of course the JAMA!! Especially in the school bus, and the driver, as lively as us students, kicked off with the horns😂😂 Baabiara awu",2024-04-18T23:22:27.000Z,1,1
gra███epe███utf█████████,Just getting started!,2024-11-18T17:16:18.000Z,3,1
lan███dom███,HEY @isabelmmoore,2024-12-06T16:37:55.000Z,2,1
ash███.ar███,I love Bailee! All the love from Gamma Psi!!!,2024-12-02T23:13:17.000Z,1,1
mad███ne_███ran███,dancing forever with @dmfunk_06 and @elsa.g_04 🪩🤍,2024-11-20T21:56:33.000Z,1,1
aly███vis███ky,@alexa.visocsky we’re real sisters now!,2024-11-20T13:55:53.000Z,0,1
pip███j0y███,@kristin_.eli @_caseyroach_ hey pookies,2024-11-20T00:31:42.000Z,0,1
gra███goo███n,QUEEN 👸🏼 @aubreyfwalley,2024-11-09T21:01:27.000Z,1,1
bro███esa███rso███,awww @shania.mooree so cute,2024-11-08T00:51:28.000Z,0,1
ixc███.sa███as,@_kamryndiaz_ @kaylee.farina auntie and gbig🩷🩷🥰,2024-11-06T21:38:39.000Z,2,1
cry███lda███,@mariajgonzalezg @amy.n.2020 GORGEOUS,2024-11-01T21:07:28.000Z,1,2
ewu███ena███x,I’d share with @akohsuah_xandie ❤️,2024-04-12T15:09:47.000Z,1,1
mr_███hio███e_m██████,🔥🔥🔥,2024-05-24T14:51:10.000Z,3,1
lad███urp███236███,@elisunny_couture_gh,2024-04-27T13:20:04.000Z,1,1
pre███see███,"@prettyseeta , @just_etor_nam and @mr_fashion_de_model",2024-04-23T05:26:28.000Z,2,1
adj███asa███,I LOVE KABA!!!🤭🤩❤️,2024-04-14T13:03:02.000Z,2,2
mas███n_a███,Can I take shower with bracelet or using in pool or beach?,2024-02-29T00:00:43.000Z,1,2
joh███hh_███,Your product is fire🔥 its been almost a year and I’ve had no issues 🚫 very effective and often a conversation starter ✅ Thank you guys for the opportunity‼️,2023-06-13T04:32:11.000Z,4,1
wal███bel███,🔥❤️,2024-08-22T15:48:12.000Z,1,1
bus███ssa███rne█████████,"Wow, learned a lot! thanks for sharing!",2024-08-20T22:15:59.000Z,3,1
kel███sti███,Obsessed with you all. It’s an honor to know you!,2024-12-09T21:40:31.000Z,2,1
roe███all███,Is LinkedIn an option to share?,2023-09-13T15:31:11.000Z,2,1
luz███vie███,"I don't know if you didn't see ... the railway on the border of Av.Joaquim Nelson and the gardens that having an accident, motorcyclist and slippery cyclist because this railway is wet due to a stuffy sewage that is overflowing with water .....",2024-12-13T16:03:46.000Z,1,1
ila███soa███_,😍😍😍😍😍😍🥳🥳🥳🥳,2024-12-14T00:31:37.000Z,1,1
jam███ich███cra███,#deluded,2024-12-03T21:07:57.000Z,1,2
son███ycl███,How do I charge it???😮 @dot.cards,2024-06-22T04:10:39.000Z,0,1
sop███gam███,A customizable design on the card would be amazing for us artists 😌🤝 This sounds like an awesome alternative!,2023-06-23T23:44:47.000Z,3,2
jul███_vi███n,Didn’t know @hjrussellco had their hand in all of these projects! Respect,2024-08-22T15:20:42.000Z,2,1
noe███str███r,I will like this on every social media outlet🤣,2020-05-07T23:46:38.000Z,1,1
the███dsa███tus███,Amazing humans deserve amazing recognition. So grateful to get to know you both 🙌❤️,2024-12-09T19:46:57.000Z,2,1
ran███lta███y,😂😂 True! Scrolling all day is research!,2024-11-27T18:17:07.000Z,2,1
sil███ner███ing██████,Do you guys do commercial roofing?,2024-12-06T19:13:04.000Z,1,1
can███ice███e,@drjoseilsonnunes,2024-12-13T11:25:09.000Z,2,2
ann███lyc███alh███,👏👏👏,2024-12-13T12:38:37.000Z,1,1
vil███cam███,👏👏👏👏,2024-12-13T12:19:46.000Z,1,1
dul███nei███bar██████,I can't enroll in any school in the South Zone just says it has no vacancy available .....@Seduppi,2024-12-13T13:49:59.000Z,1,3
kon███cre███vek█████████,"Happy to be signing up and looking forward to getting my DOT card.  After doing the math, I am going to be saving almost $400/year with this, instead of purchasing the standard business cards.",2023-08-12T15:03:58.000Z,3,3
ste███nie███rna██████,@leoesolano thought of you,2023-07-18T01:57:18.000Z,2,1
aye███rae███,"I saw the green “R” banner when I left McNair DLA and went, “aaaaawwww sookie sookie now, WHAT WE DOIN”🔥🔥🔥",2024-09-17T16:09:27.000Z,1,4
jul███_vi███n,I wasn’t aware. Thanks for sharing.,2024-08-20T22:14:05.000Z,2,1
duk███ntr███ors███,Informative post🙌. Taking steps to prevent frozen pipes is so important in cold weather. Thanks for the tips💯.,2024-01-18T15:57:54.000Z,1,2
ktg███e11███,I love how this turned out so much. Love you guys!!! Well deserved recognition! 🔥😍,2024-12-09T20:08:51.000Z,2,1
jor███.ni███zak███,Such an amazing story🔥,2024-11-05T20:11:58.000Z,2,1
the███tch███,Not all heroes wear capes,2024-12-05T22:11:20.000Z,1,2
gab███lpa███nof██████,👏🏻👏🏻👏🏻👏🏻,2024-12-13T12:25:38.000Z,1,1
usc███ber███,Huge congratulations to all of the nominees!,2024-09-20T17:34:36.000Z,5,1
hay███tma███all███,@oliviapetzy @caredotcom BEST OF THE BEST!!!,2024-06-28T00:48:24.000Z,2,1
nik███gal███,🖤,2024-11-09T14:55:26.000Z,2,1
lov███est███st,🔥🔥🔥 This is so bomb 🙌,2024-08-10T02:21:36.000Z,1,1
cha███yan███_,Love the way this was styled!,2024-08-07T21:52:04.000Z,1,1
pau███ian███i,The biggest program! 😍,2024-11-26T16:04:46.000Z,2,1
viv███ypa███and███,👏🏻 @solanapaeslandim,2024-11-25T15:23:51.000Z,1,1
liv███lil███,The design is so sophisticated 👏🏾👏🏾⚡️,2023-08-18T12:46:41.000Z,1,1
luk███ndc███,Stunning!,2024-11-09T14:53:56.000Z,2,1
mil███abr███_r,"I love this beautiful city! Oeiras is historical and full of stories that would give a book. People, especially the older ones, like to tell the stories of old, pride and nostalgia their antiques proudly and nostalgia.",2024-11-25T14:41:08.000Z,2,1
the███n2e███hco█████████,🔥🔥🔥🔥🔥,2023-08-30T02:09:37.000Z,2,2
sar███an9███,Do I need these in my life @maccosmetics (as I sit here with my finger hovering over purchase)?,2024-11-25T00:35:28.000Z,0,1
201███l.l███,The perfect reds. When Mac does the best lipsticks 💄💋,2024-11-18T18:05:57.000Z,1,1
sah███irz███mak██████,🔥🔥,2024-11-18T07:08:01.000Z,1,1
mee███shi███24,@maccosmetics @maccosmeticsindia Please bring this to India ❤️,2024-11-24T03:22:11.000Z,0,1
wed███day███7,Stunning!!! The eye shadow cream is gorgeous!!!!!,2024-11-23T03:42:52.000Z,1,3
mil███35,I want this so bad it's sold out in my area,2024-11-23T15:05:53.000Z,1,3
raf███uiz███,Wonder,2024-11-24T19:18:45.000Z,1,1
icy███ith███,One of our favorite products!!,2024-11-27T18:14:24.000Z,1,1
cha███ith███ong███,❤️,2024-11-26T06:09:42.000Z,1,1
rac███lgu███rre██████,Beautiful bottle😍😍😍,2024-11-12T23:08:40.000Z,1,1
lov███nis███sal███,how much,2024-11-20T15:12:54.000Z,1,1
bel███za_███y,So beautiful 😍,2024-11-17T13:45:33.000Z,1,1
dev███len███,"This is my favorite. Actually, the entire collection was made just for me. Kidding not kidding. ❤️❤️❤️❤️😂😂😂😂",2024-11-15T20:38:58.000Z,1,1
pah███ath███56,Price?,2024-11-15T18:38:04.000Z,1,1
amb███ous███rys█████████,😍😍😍😍,2024-11-20T09:55:27.000Z,1,1
ven███mor███,That whole look was iconic,2024-11-10T15:43:50.000Z,1,1
kit███t_8███,What is the shade of lipstick please? 😍,2024-11-21T21:20:44.000Z,1,1
bri███nym███hyf█████████,So Beautiful @aliaabhatt 😍,2024-11-22T08:56:13.000Z,0,2
shi███ato███n,Love❤️❤️❤️❤️,2024-11-24T16:54:37.000Z,1,1
bla███mag███_ph██████,Is macgenta cool or warm toned would you say? @maccosmetics,2024-11-07T11:28:26.000Z,2,1
aud███.st███k.7███,So pretty,2024-11-26T13:29:35.000Z,1,1
kat███0,😍,2024-11-23T05:35:05.000Z,1,1
mar███s__███7,My dna 🧬 is so stronger that is deeper than u @diorbeauty,2024-11-17T02:18:22.000Z,2,1
sus███hea███23,I have been using Tresor for years! I just love the way it smells and makes me feel when I put it on. 🩷🩷,2024-11-26T02:57:43.000Z,1,1
sav███tis███,@bablonia suits every shade 😍😍gorgeous girl💗,2024-11-27T08:02:26.000Z,1,1
lan███g7,❤️🥰,2024-11-19T06:43:38.000Z,1,1
fra███efl███,Are you going to bring out more cool frosted?,2024-11-17T14:28:52.000Z,1,1
fem███owe███3,@maccosmetics @maccosmeticsnl why is the foundations so wet if i bring it on my face can you make a foundation balm so i can be faster ready in the morning? 🙌❤️,2024-11-22T17:45:54.000Z,0,1
xon███mi,Omg it’s in my lipstick 😁 how cool!,2024-11-20T17:06:16.000Z,4,1
vic███mua███,Love them❤️,2024-11-13T23:45:48.000Z,1,1
det███tat███rt,I love all Mac products been using for years I’m a die hard  fan,2024-11-15T18:12:54.000Z,3,1
rei███dab███,@nouraridaofficial  we want also her face of L'oreal🔥🔥🔥❤️❤️❤️,2024-11-27T15:43:11.000Z,0,1
kat███ine███ley██████,Iconic!!! 🔥,2024-11-07T13:08:54.000Z,2,1
ins███ewi███e30███,Omg I want one 😍😍😍,2024-11-06T18:15:31.000Z,2,2
lau███eyv███,"I am curly and frizzy hair, I would love to see how it will look after applying this.",2024-11-22T01:18:52.000Z,1,1
tra███ann███1,So love ❤️ frizz free hair..thank you xx,2024-11-21T22:41:24.000Z,1,3
zin███vlo███,Beautiful,2024-11-15T15:42:13.000Z,3,1
the███tin███orp█████████,They highly deserve to be a brand ambassador and do partnerships with you @iamcrisean @elfcosmetics,2024-11-27T06:46:23.000Z,1,2
its███hrx███,The perfect lip for fall 😍,2024-11-14T01:27:50.000Z,7,1
xxu███nov███,Baby the thangs we used to do with Plumage back in the day.🥲💕 @maccosmetics,2024-11-26T01:50:28.000Z,0,1
sky███itl███sty███,The only lip products I wear 🥰,2024-11-20T02:27:34.000Z,1,2
ang███qgo███ss,❤️❤️❤️I love Mac,2024-11-19T22:22:10.000Z,2,2
kil███nsu███,Love this,2024-11-21T19:41:19.000Z,1,1
sih███fou███ud,I put it every day I love 😍,2024-11-24T13:41:08.000Z,1,1
nat███,love your reels😍,2024-11-07T14:58:58.000Z,5,1
mak███_li███nst███,Wonderful cosmetics 😍,2024-11-06T03:42:06.000Z,3,1
its███uki███,The best perfumes,2024-11-27T12:58:53.000Z,1,1
ape███red███r_v█████████,Carlos Looks like a Prince!!,2024-11-14T07:53:54.000Z,44,1
___███2_2███,"The gearboxes of MotoGP bikes are insane. Watching a MotoGP bike live on circuit, compared to an normal roadbike is crazy.",2024-11-11T19:16:43.000Z,10,1
kin███mil███aip███,"My God, how many millions of dollars do I have in my bank account, who do I send it to?",2024-10-29T15:36:44.000Z,8,2
zeu███par███siu███,Nice work! 👏,2024-11-13T10:58:04.000Z,1,1
d_a███l83███,"This bathroom does look like a dream 😍 wow, I love the black tile and the colors 😍",2024-11-13T01:24:53.000Z,1,1
ale███vis███,Another gift from FIA to max…,2024-10-21T19:54:16.000Z,4,1
for███aon███rlc███,We need it international please 🔥,2024-11-04T18:06:05.000Z,12,1
com███ika███,Poor Charles! No one imitates him. It's like a good thing. ❤️,2024-11-15T20:05:15.000Z,34,1
mar███nsm███c,Hey Jenson. Met you in Canada Thank you for being such a nice person!,2024-11-02T17:37:40.000Z,2,1
ian███17,Pole by over a second on a wet track..,2024-11-07T17:54:19.000Z,41,1
vin███r84███,Lewis Hamilton wins the F1 Title in 2074,2024-10-26T18:42:30.000Z,1,1
mad███d89███,"My take is it was a great battle until Max intentionally dive bombed the corner to gain the lead, with not intention of staying within track limits.  He went intentionally off track for an unfair defensive advantage.  Lando can't pass by rules.  They have driver guide lines that state a driver have the intention of staying on track after a corner, but apparently guidelines don't hold water with the stewards.",2024-10-23T21:52:24.000Z,3,3
1sh███kyb███,"I swear to fuck i I had this game on xbox 360 back in the day, cant remember the name tho",2024-11-14T23:03:02.000Z,3,1
mar███cao███,8 speed gearbox never makes any sense imo. 6-7 speed are still okay,2024-11-12T00:49:48.000Z,1,2
lch███tia███rez███,Hahahaha @ednaisamazing333 and that photo of Ricciardo?,2024-11-01T02:38:54.000Z,1,1
cl0███co.███,okay what the fuсk did they put in that 86????,2024-10-31T11:39:52.000Z,1,4
loc███dow███fes██████,No way Lewis drinks beer,2024-10-21T14:47:12.000Z,2,2
agg███kiu███,"Ferrari is a rollercoaster of emotions, but they are really improving.",2024-10-25T08:31:32.000Z,127,1
haj███ild███,Mean @alex_albon 🙄😋,2024-10-24T13:17:16.000Z,0,1
tif███ypa███zzi███,Congratulations lady! 👏🎉,2024-11-22T16:20:11.000Z,1,1
kri███ele███rd,Thank you for sharing!,2024-11-20T15:44:19.000Z,1,2
liv███nla███gas███,What a great price! This won’t last long,2024-11-20T17:47:37.000Z,1,1
the███lgi███ich██████,Let’s go! 🔥,2024-11-12T23:05:31.000Z,1,1
liv███nla███gas███,Congrats to you clients on all the success 🔥🔥,2024-11-13T15:48:57.000Z,1,1
rya███ya,@madythemermaid,2024-11-24T03:26:42.000Z,1,1
mar███asm███ey,@adhouseplans what plan is this?,2024-10-31T18:52:45.000Z,0,1
luc███kna███,@murphyysweeneyy @sophie_penrod @natalipina23 @kappasiue BEST BUMP GROUP🫶,2024-11-23T01:14:12.000Z,4,2
mad███rew███,love my girls @ubckkg!!,2024-11-21T08:01:17.000Z,3,1
ill███isk███,@lucilleowenn our CUTIE banner!,2024-11-20T20:46:08.000Z,3,1
gre███en_███nha██████,@anna.mousseau @addy__carroll guys… we’re famous,2024-11-01T19:28:59.000Z,3,3
ber███bor███,Can’t wait to join forces with @linkedinexpert & @jonferrara to share #Sales tips using content.,2018-07-12T00:05:32.000Z,3,0
bro███sel███,You guys are too sweet! Thank you for the birthday wishes. ♥️,2019-05-08T15:19:25.000Z,3,1
sma███ary███all███,@page_cran Superarr !!! ⭐️🤩,2024-10-22T21:57:10.000Z,1,1
yas███ana███,"I LOVE U, THIS IS INCREDIBLE",2024-11-13T18:18:17.000Z,1,1
lau███dej███__,LIKE HEY @mollyruthbrust,2024-11-09T21:58:24.000Z,0,1
nin███zzz███,@julia.ciorra yeah hi 😍😍😍,2024-10-29T21:54:54.000Z,1,1
mar███nol███_br██████,@agespisa.official service this here at Rua do Cemetery in Altos-PI a very large lack of shame… send an urgent inspection,2024-11-30T13:05:55.000Z,0,2
zev███cio███,"Oto level! The expansion, improvement of high school throughout the state is a #Conquistadasjaventudes since the conferences and guaranteed by the Piauiense State Youth Plan. #Statututodajuventude",2024-11-28T12:43:19.000Z,1,1
thi███san███lv,👏👏👏,2024-11-28T12:21:49.000Z,1,1
rom███ade███edo███,👏👏👏,2024-11-27T21:46:13.000Z,2,1
tri███riz███eve█████████,Want to row in Rio Parnaíba just count on us 🔥🔥🔥,2024-11-30T14:39:22.000Z,2,1
mak███bya███ana███,Want it,2024-11-29T22:53:17.000Z,1,1
bay███_00███,We need the glitter mascara please 😭 I'm begging you 🔥,2024-11-29T20:28:48.000Z,1,1
bea███abe███1,Where can I get the space diamonds mascara??,2024-11-29T18:41:24.000Z,1,1
imz███i26███,Please tell me the price of sky high maskara ?,2024-11-13T17:51:20.000Z,3,1
joy███ing███e_,Your so awesome 😍,2024-12-01T00:53:37.000Z,2,1
ken███at9███,@maybelline please sell more of the keychain teddy bear lippie holders 😭 pretty please?,2024-11-23T05:24:51.000Z,0,1
kok███i.7███,Which color is it exactly please  @maybelline ?,2024-11-28T22:40:01.000Z,0,1
ilo███hen███e,Pls open up a store in PH 😭,2024-11-24T13:08:54.000Z,1,1
kir███dol███m,really good lip butter's,2024-11-23T22:54:22.000Z,1,1
adr███a_c███oni██████,@_lojohajhana_,2024-12-02T21:24:35.000Z,1,1
lif███ith███igh██████,Love this,2024-11-21T19:06:15.000Z,1,1
soj███anl███,😂😂😂 I will not throw away my broken foundation powder. I will buy a new one but will continue using the broken one at home. 😂😂😂,2024-11-22T12:17:45.000Z,2,1
ala███cri███ni,Love that! 😍,2024-11-18T22:42:56.000Z,2,1
_li███e_m███_an█████████,The bling is giving and I actually have the product in two shades 😍❤️,2024-11-24T14:58:12.000Z,1,1
ado███ble███9,What’s the name of the first shade? 🥺,2024-11-22T05:01:01.000Z,1,1
kin███tal███yaa███,good feeling😂,2024-11-24T17:17:56.000Z,2,1
vie███avy███,Price?,2024-11-05T20:40:46.000Z,1,1
fai███sru███ld,I love your products!!😍😍,2024-11-16T08:06:41.000Z,2,1
lit███boc███,"Sooooo cute! We need these @kayali cookies, @monakattan 💕😛🥳",2024-12-02T04:54:21.000Z,4,1
gre███ay_███he2███,Sunscreen always make my makeup start to pill or it always somehow migrates into my eyes throughout the day.,2024-11-27T14:34:20.000Z,2,1
tor███z,Putting away our haul. Hoping nothing is broken with the crappy drivers from @ontrac_shipping  Always throwing packages since they can’t open a gate.,2024-11-13T21:44:20.000Z,0,1
omo███o,Sealing the lips with the spray is a neat hack. A tried and trusted spray 😍😍😍,2024-11-16T02:34:24.000Z,1,1
mak███bya███ana███,Want it,2024-11-15T21:17:42.000Z,1,1
kla███r63███,Love the frosty eyes!  So pretty!,2024-11-13T00:20:41.000Z,1,1
3be███23,Love this setting spray 😍 can’t be without it !!,2024-11-07T14:19:50.000Z,1,1
mus███ind███,🔥🔥🔥🔥🔥👏👏😍😍❤️❤️Amazing,2024-11-27T23:16:54.000Z,1,1
che███.gl███,Just a kiss of highlight on the cheeks is all you need. I love this🔥,2024-11-23T14:45:17.000Z,2,1
lin███ya7███,What color lipstick is the model wearing?,2024-11-25T16:27:48.000Z,1,1
lua███mar███r_c██████,"👏 Governor I have been following his commitment to the revitalization and empowerment of our tourism on the coast.  But unfortunately I do not see on the part of Luis Correia's management this same commitment.  The beaches of Macapá and Maramar have greater potential than Barra Grande to stand out nationally.  There are no paved streets beyond access highways there is no public illumination on the streets full of lodging. We paid for public lighting with the streets the dark.  The city absurdly claims that it has no resource to buy the lamps.   
Gov Rafael we have his support, because from the municipality we do not have. There are no paved streets beyond access highways, there is no public lighting on the streets full of lodging. We paid for public lighting with the streets the dark.  The city absurdly claims that it has no resource to buy the lamps.   
GOV RAFAEL WE CURRITLY WITH YOUR SUPPORT
.",2024-11-20T07:12:45.000Z,3,2
joa███ome███ami███,Damnnn you’re on fire haha 🥂🤩👏,2024-11-27T19:17:45.000Z,1,1
joa███ome███ami███,Keep killing it Kristee 👏😁🚀🚀,2024-11-27T19:18:11.000Z,1,1
