comment_text,commenter_user_name,comment_id,date_created,num_likes,num_replies,comment
"Do you want to earn money trading crypto,dm crypto_johnson for help",Eri███Mir███a,7437463496687715127,"""2024-11-15T11:17:07.000Z""",1,0,"Do you want to earn money trading crypto,dm crypto_johnson for help"
A 1% drop is not a crash or correction 🤣,sabr.,7405299953642357536,"""2024-08-20T19:06:04.000Z""",2,2,A 1% drop is not a crash or correction 🤣
every day he don’t invest that in s and p 500 or index he’s losing £54,m_z███ib1███,7435344122304906016,"""2024-11-09T18:12:53.000Z""",1,2,every day he don’t invest that in s and p 500 or index he’s losing £54
Get that invested brother asap - barely beating inflation over the long run,_hx███,7430729240755307297,"""2024-10-28T07:44:51.000Z""",3,1,Get that invested brother asap - barely beating inflation over the long run
The best trader @Gabriel Rodrigues,David,7420549906571707141,"""2024-09-30T21:23:40.000Z""",0,0,The best trader @Gabriel Rodrigues
"Thanks to @Ryan_Trade_Expert , I’ve been successful in trading & winning daily. Their platform is top-notch, & I highly recommend their services to anyone looking to succeed in the financial markets.",Eve███ak,7420686937956909830,"""2024-10-01T06:15:33.000Z""",0,0,"Thanks to @Ryan_Trade_Expert , I’ve been successful in trading & winning daily. Their platform is top-notch, & I highly recommend their services to anyone looking to succeed in the financial markets."
I have made some great amount of profit working from home with @Karen_Kimberly_fx.,Bre███,7420640168375452421,"""2024-10-01T03:13:57.000Z""",0,0,I have made some great amount of profit working from home with @Karen_Kimberly_fx.
You’re not very good at this are you 😳😳😳,Bob███Spi███,7420553162777658144,"""2024-09-30T21:36:19.000Z""",0,0,You’re not very good at this are you 😳😳😳
Why invesco and not vanguard all world,Jay███rdt███,7429732233163883296,"""2024-10-25T15:15:45.000Z""",3,3,Why invesco and not vanguard all world
Lump sum is so risky. Completely wrong. Do 350 a month or something like that for 20 or 30 years.,Bla███,7406058261037876000,"""2024-08-22T20:08:39.000Z""",3,4,Lump sum is so risky. Completely wrong. Do 350 a month or something like that for 20 or 30 years.
Sorry mate I won't buy your course,kik███ole███,7384835042335392544,"""2024-06-26T15:31:54.000Z""",1,1,Sorry mate I won't buy your course
Thank you mate,Sam███ hu███s,7445291042939831073,"""2024-12-06T13:32:23.000Z""",1,1,Thank you mate
I’ve gone from being 4% down to only 0.5% down so everything’s booming,jac███_32███,7416432374747677473,"""2024-09-19T19:05:31.000Z""",2,3,I’ve gone from being 4% down to only 0.5% down so everything’s booming
@Gabriel Rodrigues Is the most genuine and trustworthy trader.,Dan███ros███urg███,7416518807294690056,"""2024-09-20T00:40:59.000Z""",0,0,@Gabriel Rodrigues Is the most genuine and trustworthy trader.
"Would like to recommend Jason to y’all. Since I met him, I've profited over 20k with his guidance. You can contact him at @Jason mclaurin",Jas███e B███n,7416501820531524353,"""2024-09-19T23:35:06.000Z""",0,0,"Would like to recommend Jason to y’all. Since I met him, I've profited over 20k with his guidance. You can contact him at @Jason mclaurin"
"buy Lloyds, national grid and BP😄",use███452███547█████████,7397498325581071137,"""2024-07-30T18:31:40.000Z""",1,0,"buy Lloyds, national grid and BP😄"
I understand but an 80-70% increase over two years is really good,S,7409798783825560353,"""2024-09-01T22:03:48.000Z""",2,3,I understand but an 80-70% increase over two years is really good
Ok I see why you play it safe …😅,X,7409703664376349472,"""2024-09-01T15:54:43.000Z""",2,2,Ok I see why you play it safe …😅
"you're not making sense, haven't increased much, 80% over 2 years.. also apple, google have a huge risk of going to 0? yes etfs and funds are safer but you're not making sense",ozzy,7409719363077899040,"""2024-09-01T16:55:39.000Z""",2,2,"you're not making sense, haven't increased much, 80% over 2 years.. also apple, google have a huge risk of going to 0? yes etfs and funds are safer but you're not making sense"
I have a better etf. XLKQ. This one does a x3 every 5 years,My ███usk███ers███,7382695903562318624,"""2024-06-20T21:11:03.000Z""",1,4,I have a better etf. XLKQ. This one does a x3 every 5 years
You’ve got a solid page bro 🤝,Q U███N S███O L█████████,7423455058094015264,"""2024-10-08T17:17:07.000Z""",2,3,You’ve got a solid page bro 🤝
Invest with @NAYLOR ANDERSON TRADES,Mar███ Al███ Ro██████,7408820887544677125,"""2024-08-30T06:49:11.000Z""",0,0,Invest with @NAYLOR ANDERSON TRADES
Attain financial freedom through the help of @Coach Susan,Tom███Fin███,7415403681153172229,"""2024-09-17T01:24:37.000Z""",0,0,Attain financial freedom through the help of @Coach Susan
Thanks for buying the top,joe███oco███,7399713099915330336,"""2024-08-05T17:46:08.000Z""",0,2,Thanks for buying the top
your entry is horrific if your down right now,Swa███_Mc███dle██████,7399700870181454625,"""2024-08-05T16:58:42.000Z""",0,1,your entry is horrific if your down right now
Im down 22k in crypto. Time to buy more.,c_t███,7399700864191791905,"""2024-08-05T16:58:40.000Z""",0,1,Im down 22k in crypto. Time to buy more.
Bust tomorrow but just hold,The███me ███up,7439517153064665889,"""2024-11-21T00:12:03.000Z""",0,0,Bust tomorrow but just hold
We recovered 🤝,Eli,7403814823282524961,"""2024-08-16T19:03:01.000Z""",2,4,We recovered 🤝
StrongBuy #SAE #SimecAtlantisEnergy,Hid███GEM███ec,7404978834263376672,"""2024-08-19T22:19:57.000Z""",0,0,StrongBuy #SAE #SimecAtlantisEnergy
😳😳😳😳😳😳😳,ken,7430807974832194326,"""2024-10-28T12:53:24.000Z""",0,0,😳😳😳😳😳😳😳
"Question, if you deposited like 10 grand at once, do you get interest on that 10k or is it only if you put in like 1k a month",Sean,7407482194665112353,"""2024-08-26T16:14:15.000Z""",2,5,"Question, if you deposited like 10 grand at once, do you get interest on that 10k or is it only if you put in like 1k a month"
So if I deposit money let’s say 4 k after the 9th it will be reduced to 5% or will I get 5.2% on that 4 k?,Unk███n,7407490840324670240,"""2024-08-26T16:47:48.000Z""",1,5,So if I deposit money let’s say 4 k after the 9th it will be reduced to 5% or will I get 5.2% on that 4 k?
As Muslims we should stay far away from this- dealing with interest is forbidden,nc0███1,7407486322561024800,"""2024-08-26T16:30:15.000Z""",3,1,As Muslims we should stay far away from this- dealing with interest is forbidden
Also how do I deal with tax on trading 212 ?,Sco███gca███,7394927834110001952,"""2024-07-23T20:17:06.000Z""",2,1,Also how do I deal with tax on trading 212 ?
it's more stressful being out of the market especially when it makes new highs everyday..... 😳,Fol███_To███spi███,7425657747159008033,"""2024-10-14T15:44:39.000Z""",2,0,it's more stressful being out of the market especially when it makes new highs everyday..... 😳
I bought 15k of the ftse all world yesterday... so it's probably my fault 🤣,Dan███Byr███,7410476053078246176,"""2024-09-03T17:51:57.000Z""",2,2,I bought 15k of the ftse all world yesterday... so it's probably my fault 🤣
you have a lot invested with not a lot return?,HK ███ina███,7385569739542397729,"""2024-06-28T15:03:00.000Z""",0,1,you have a lot invested with not a lot return?
lovely stuff,Tom███Per███al █████████,7416433926081610529,"""2024-09-19T19:11:28.000Z""",1,1,lovely stuff
👏👏👏,Eag███uto███,7413084708911317793,"""2024-09-10T18:34:54.000Z""",2,3,👏👏👏
Why do you always keep like a tenner in free cash?,Mar███,7397516535818453793,"""2024-07-30T19:42:20.000Z""",1,3,Why do you always keep like a tenner in free cash?
Mine is 5.17%,Jas███o,7433867050710713120,"""2024-11-05T18:41:16.000Z""",1,6,Mine is 5.17%
I just buy at whatever price weekly. Stress free long term growth,Blu███,7436501970712625952,"""2024-11-12T21:05:48.000Z""",2,0,I just buy at whatever price weekly. Stress free long term growth
what platform would you recommend for a sipp? thanks,Rya███uil███wea██████,7408845037041845024,"""2024-08-30T08:22:46.000Z""",2,4,what platform would you recommend for a sipp? thanks
Why don't you just transfer the ISA over? There's no need to liquidate first (that's what Trading212 told me).,G,7415730188233884448,"""2024-09-17T21:40:45.000Z""",1,3,Why don't you just transfer the ISA over? There's no need to liquidate first (that's what Trading212 told me).
Are you still buying VWRP buddy,Ryan,7415325313369309985,"""2024-09-16T19:29:38.000Z""",1,1,Are you still buying VWRP buddy
Attain financial freedom through the help of @Coach Susan,Tom███Fin███,7415397197028442886,"""2024-09-17T01:25:01.000Z""",0,0,Attain financial freedom through the help of @Coach Susan
"What’s your aim with this, are you looking to FIRE?",ahr███ter███,7377792205278348064,"""2024-06-07T16:02:04.000Z""",0,7,"What’s your aim with this, are you looking to FIRE?"
Thank god! I put a load in too,tra███e13███,7439503692329616160,"""2024-11-20T23:16:08.000Z""",0,5,Thank god! I put a load in too
💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕,❣️���███💙 ███ N █████████💙���███,7387523785991258885,"""2024-07-03T21:25:31.000Z""",1,0,💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕
I have been looking for a way to make extra income because my salary is not enough not until I meet the best trader @Frank Owen,Ern███ Ge███is,7407496692642120453,"""2024-08-26T17:10:32.000Z""",1,1,I have been looking for a way to make extra income because my salary is not enough not until I meet the best trader @Frank Owen
Thank you that cleared things up,Sco███gca███,7394927443674923809,"""2024-07-23T20:15:36.000Z""",1,0,Thank you that cleared things up
made the right choice by trading with Lisa she is the most professional manager ever on tik @lisa day trader,Hai███ Ir███ Al███,7395052498237063954,"""2024-07-24T04:20:44.000Z""",0,0,made the right choice by trading with Lisa she is the most professional manager ever on tik @lisa day trader
When it was all in cash at 5.1% you was not projected by FCSC was you?,hi,7429392525498532640,"""2024-10-24T17:17:36.000Z""",3,2,When it was all in cash at 5.1% you was not projected by FCSC was you?
Would going with a distribution fund (but inside a pie with auto reinvest on) not be better? Then you have the option in the far future to withdraw dividends,AB,7425644000192906016,"""2024-10-14T14:51:19.000Z""",1,1,Would going with a distribution fund (but inside a pie with auto reinvest on) not be better? Then you have the option in the far future to withdraw dividends
Stop looking at it every day if you’re investing for long term,K,7410453373596468001,"""2024-09-03T16:24:01.000Z""",7,2,Stop looking at it every day if you’re investing for long term
@NAYLOR ANDERSON TRADES manager with high potential on crypto trading investment,Jam███eve███,7410474891038016261,"""2024-09-03T17:47:26.000Z""",1,0,@NAYLOR ANDERSON TRADES manager with high potential on crypto trading investment
I’m impressed but why don’t u invest these,Kwa███pro███t,7434540300343542560,"""2024-11-07T14:13:35.000Z""",1,1,I’m impressed but why don’t u invest these
"Again DCA is still better bro, you’ve tried to time the market and it won’t work.",Jay███rdt███,7406084526491124513,"""2024-08-22T21:50:32.000Z""",1,4,"Again DCA is still better bro, you’ve tried to time the market and it won’t work."
I've never invested with someone as persistent and trustworthy as you. Thanks for another easy withdrawal @Frank Owen,Bel███nk���███,7406244784920822533,"""2024-08-23T08:12:33.000Z""",1,0,I've never invested with someone as persistent and trustworthy as you. Thanks for another easy withdrawal @Frank Owen
1 Whole percent 😱😱😱😨😨😰😰🥶,HW,7447297275858043680,"""2024-12-11T23:17:15.000Z""",0,1,1 Whole percent 😱😱😱😨😨😰😰🥶
"The investment process was easy to follow, making it perfect for busy individuals like myself. Thank you🥰 @NAYLOR ANDERSON TRADES",Sam███an,7407911147243242246,"""2024-08-27T19:58:49.000Z""",0,0,"The investment process was easy to follow, making it perfect for busy individuals like myself. Thank you🥰 @NAYLOR ANDERSON TRADES"
Almost halfway to the £100K mark bro 📈💪🏽,Mon███Lan███ina█████████,7382689386746299168,"""2024-06-20T20:45:44.000Z""",1,1,Almost halfway to the £100K mark bro 📈💪🏽
its more stressful being out of the market.... your not smarter than the market,Fol███_To███spi███,7422055023485748000,"""2024-10-04T22:44:20.000Z""",2,0,its more stressful being out of the market.... your not smarter than the market
What’s your opinion of investing in the Chinese index funds,Koa███e_f███_ou█████████,7422000587963007776,"""2024-10-04T19:13:02.000Z""",1,1,What’s your opinion of investing in the Chinese index funds
Who invests into the S&P 500 for short term gains? 🤯,Bob███or ███,7439569833606054689,"""2024-11-21T03:39:43.000Z""",9,1,Who invests into the S&P 500 for short term gains? 🤯
Please do an analysis on ast space mobile ?!,Mar███,7403869953054638880,"""2024-08-16T22:36:57.000Z""",1,2,Please do an analysis on ast space mobile ?!
You know it makes sense.. transfer EVERYTHING to CFD and put it all into a news trade 😎,zzz███jei███r,7430981617324442401,"""2024-10-29T00:04:18.000Z""",0,0,You know it makes sense.. transfer EVERYTHING to CFD and put it all into a news trade 😎
how many free shares have you got from people using your referral link on trading 212,Fol███_To███spi███,7418557995845960480,"""2024-09-25T12:34:04.000Z""",1,1,how many free shares have you got from people using your referral link on trading 212
"5% is still higher than most, most are 4% for savings accounts.",Jay███rdt███,7407540512531563296,"""2024-08-26T20:00:28.000Z""",1,1,"5% is still higher than most, most are 4% for savings accounts."
How much do you have in your cash isa with them,gra███tul███,7407475730752602912,"""2024-08-26T15:49:12.000Z""",2,4,How much do you have in your cash isa with them
"Trying to time the market 🤔 just leave it in S&P 500 throughout, saves a lot of stress",Ale███lan███,7434525606379832096,"""2024-11-07T13:16:39.000Z""",0,5,"Trying to time the market 🤔 just leave it in S&P 500 throughout, saves a lot of stress"
£100 daily isn’t regular investing 😭 I respect the grind tho,￶,7436851397607441185,"""2024-11-13T19:41:44.000Z""",1,3,£100 daily isn’t regular investing 😭 I respect the grind tho
Shouldn’t really check portfolio every day if investing for long term,K,7405305064874705697,"""2024-08-20T19:25:51.000Z""",2,3,Shouldn’t really check portfolio every day if investing for long term
"not too bad,I'm up overall in percentage terms at 0.65% and all my positions are green 💚!!! ""ETF investing""",Mr ███nda███obr██████,7405298099926991648,"""2024-08-20T18:58:50.000Z""",2,3,"not too bad,I'm up overall in percentage terms at 0.65% and all my positions are green 💚!!! ""ETF investing"""
"Yeah, ever since I have been trading with @PAULWHEELERFX my financial story has changed I remain grateful to him",Olg███uy,7405346783607816965,"""2024-08-20T22:07:45.000Z""",1,0,"Yeah, ever since I have been trading with @PAULWHEELERFX my financial story has changed I remain grateful to him"
better to use mxws so you don't pay 15% withholding tax on dividends,Fol███_To███spi███,7426021956967252769,"""2024-10-15T15:18:05.000Z""",1,11,better to use mxws so you don't pay 15% withholding tax on dividends
I w/d my account today,use███083███832███,7395671324914074401,"""2024-07-25T20:22:20.000Z""",1,0,I w/d my account today
it's 16:13pm so not the end of the day yet,Fol███_To███spi███,7427134068456096545,"""2024-10-18T15:13:33.000Z""",1,2,it's 16:13pm so not the end of the day yet
time in the market,Gia███efy███,7420529709013795617,"""2024-09-30T20:05:13.000Z""",0,0,time in the market
bp is doing well always,Blu███yni███,7423138146874196769,"""2024-10-07T20:47:25.000Z""",1,0,bp is doing well always
I made the right choice trading with @mia_coaching,OBt███’s,7416440029831119622,"""2024-09-19T19:35:19.000Z""",0,0,I made the right choice trading with @mia_coaching
crazy,Phy███os,7416426290016633633,"""2024-09-19T18:41:55.000Z""",1,0,crazy
Now I believe what people say about Sam is true. You are indeed a man of honour. Thanks for your kindness sir @Sam (MyFinancialFriend),Ins███r T███ing███,7409766000230974214,"""2024-09-01T19:56:35.000Z""",0,0,Now I believe what people say about Sam is true. You are indeed a man of honour. Thanks for your kindness sir @Sam (MyFinancialFriend)
Now I confirmed what people says about @PAULWHEELERFX when it comes to making good profit for clients in trading. I’m so grateful.,wil███120███,7401329050893304582,"""2024-08-10T02:16:55.000Z""",1,0,Now I confirmed what people says about @PAULWHEELERFX when it comes to making good profit for clients in trading. I’m so grateful.
What’s ur opinion on investing in some of the Chinese etfs for the future,Koa███e_f███_ou█████████,7423445071649309473,"""2024-10-08T16:38:22.000Z""",3,4,What’s ur opinion on investing in some of the Chinese etfs for the future
Can you show us your custom pie on trading 212?,Lep███kly███k,7436434810282951456,"""2024-11-12T16:45:10.000Z""",1,1,Can you show us your custom pie on trading 212?
Bro - how do you have so much invested at 30 😳,gra███tul███,7415369009387897633,"""2024-09-16T22:19:16.000Z""",2,1,Bro - how do you have so much invested at 30 😳
How comes your consolidating everything Jubair? Is it purely so you can manage things better?,Mon███Lan███ina█████████,7415380498095506208,"""2024-09-16T23:04:40.000Z""",1,1,How comes your consolidating everything Jubair? Is it purely so you can manage things better?
"Cant you only put in 20k per year, how will you move all of that over in one go?",Jay███rdt███,7415497340407448353,"""2024-09-17T06:37:40.000Z""",0,5,"Cant you only put in 20k per year, how will you move all of that over in one go?"
"Don’t sell to cash, do an in specie transfer",L,7415489616563028768,"""2024-09-17T06:07:39.000Z""",0,3,"Don’t sell to cash, do an in specie transfer"
Hold and continue to buy - the stock is on sale!,gra███tul███,7399687302895944480,"""2024-08-05T16:06:06.000Z""",1,2,Hold and continue to buy - the stock is on sale!
Why buy £3 of AMD??,X,7408608626595005217,"""2024-08-29T17:05:23.000Z""",1,3,Why buy £3 of AMD??
"I’m speechless seeing myself having my first payout, after been stranded for so long, God bless your team sir…@Gabriel Rodrigues",sha███lor███,7429007553658569478,"""2024-10-23T16:23:40.000Z""",0,0,"I’m speechless seeing myself having my first payout, after been stranded for so long, God bless your team sir…@Gabriel Rodrigues"
Nvdia should have 🚀 over $200 but those market makers playing games,Alp███,7439588632275829536,"""2024-11-21T04:51:00.000Z""",0,1,Nvdia should have 🚀 over $200 but those market makers playing games
I never knew is possible to make this kind of my profit in trading. Thanks @PAULWHEELERFX,Dor███,7403898725964333829,"""2024-08-17T00:28:36.000Z""",1,0,I never knew is possible to make this kind of my profit in trading. Thanks @PAULWHEELERFX
Do you have to withdraw all at the end of the financial year or it automatically reinvests?,Ken,7388882149221417761,"""2024-07-07T13:17:00.000Z""",0,1,Do you have to withdraw all at the end of the financial year or it automatically reinvests?
Bro this is HARAM. What’s wrong with you,cdf███er,7407467233612596000,"""2024-08-26T15:16:12.000Z""",0,0,Bro this is HARAM. What’s wrong with you
Hi can you share just 10% of your portfolio with me please help a broke bittch,Bro███yn,7430531686435144480,"""2024-10-27T18:57:59.000Z""",1,1,Hi can you share just 10% of your portfolio with me please help a broke bittch
"I was constantly searching for ways to make a steady income. That's when I discovered trading efficiency with, reach her @Coach Susan",ste███554███,7425629730214986502,"""2024-10-14T14:43:48.000Z""",1,0,"I was constantly searching for ways to make a steady income. That's when I discovered trading efficiency with, reach her @Coach Susan"
Work from home and earn with @Karen_Kimberly_fx,June,7410476167377093382,"""2024-09-03T17:52:23.000Z""",1,0,Work from home and earn with @Karen_Kimberly_fx
why do you use trading 212?isn't freetrade better ?,×_×,7426025797943444257,"""2024-10-15T15:32:57.000Z""",2,2,why do you use trading 212?isn't freetrade better ?
"This would be riba , definitely stay away.",use███010███6,7430534183665074977,"""2024-10-27T19:07:41.000Z""",5,1,"This would be riba , definitely stay away."
@Dr.JubairsFinance the trading 212 Cash ISA rate is great (5.1%) presume I have to pay tax on the savings interest if I have savings over 100k in there?,sen███ta.███ove███,7429379800765448993,"""2024-10-24T16:28:13.000Z""",1,3,@Dr.JubairsFinance the trading 212 Cash ISA rate is great (5.1%) presume I have to pay tax on the savings interest if I have savings over 100k in there?
"What’s best, investing £10 a day, £70 a week or roughly £300 a month?",Jos███wt,7437492814714372897,"""2024-11-15T13:10:55.000Z""",2,2,"What’s best, investing £10 a day, £70 a week or roughly £300 a month?"
I have followed you for a while now but only just started to engage. I respect you and you're advice even tho it may not be financial it has still helped me so much and improved my life :),Mr ███nda███obr██████,7396810383007171360,"""2024-07-28T22:02:38.000Z""",0,0,I have followed you for a while now but only just started to engage. I respect you and you're advice even tho it may not be financial it has still helped me so much and improved my life :)
thoughts on s&p500 (top20) on t212,Sri,7447207227414807329,"""2024-12-11T17:27:50.000Z""",0,0,thoughts on s&p500 (top20) on t212
Why don't u diversity ur money into different companies. Is this all ur money in one basket,Soh███,7402668717571572513,"""2024-08-13T16:55:28.000Z""",0,0,Why don't u diversity ur money into different companies. Is this all ur money in one basket
It’s good to know there’s still a reliable trader thanks @PAULWHEELERFX,ste███nie███,7401346641318118149,"""2024-08-10T03:25:14.000Z""",1,0,It’s good to know there’s still a reliable trader thanks @PAULWHEELERFX
😭,⁉️,7408678165734064928,"""2024-08-29T21:35:11.000Z""",1,3,😭
He assisted me with the best trading skills and platform @NAYLOR ANDERSON TRADES,Edw███ M.███lch███,7408718532789551878,"""2024-08-30T00:11:52.000Z""",0,0,He assisted me with the best trading skills and platform @NAYLOR ANDERSON TRADES
Damn bro 😭,mak███100███,7415273594555728673,"""2024-09-16T16:08:52.000Z""",1,1,Damn bro 😭
😢 WW3 coming Friday sell sell sell,Tim███o p███ th█████████,7399739177183298337,"""2024-08-05T19:27:19.000Z""",0,0,😢 WW3 coming Friday sell sell sell
If you are looking to create a passive income from your home then she’s the right person to meet @Brie Kirbyson,sar███_j,7399735762030215942,"""2024-08-05T19:14:11.000Z""",0,0,If you are looking to create a passive income from your home then she’s the right person to meet @Brie Kirbyson
81% 😳,S,7408614073811747616,"""2024-08-29T17:26:29.000Z""",1,2,81% 😳
Aren’t we supposed to play the long game with etfs???,tra███e13███,7421965716767589153,"""2024-10-04T16:57:59.000Z""",2,3,Aren’t we supposed to play the long game with etfs???
this is not good but it was expected. I've been getting £12 a day interest. 5% is still pretty good though although it'll go lower in the next couple of months,she███ej3███,7407477245663675168,"""2024-08-26T15:55:10.000Z""",1,6,this is not good but it was expected. I've been getting £12 a day interest. 5% is still pretty good though although it'll go lower in the next couple of months
"What will Donald trump winning the election mean for the medium term, 1-3 years?",owl███4,7434262111566201632,"""2024-11-06T20:14:04.000Z""",1,4,"What will Donald trump winning the election mean for the medium term, 1-3 years?"
Earn your profits with..@Gabriel Rodrigues,Anita,7425757148259730182,"""2024-10-14T22:10:33.000Z""",1,0,Earn your profits with..@Gabriel Rodrigues
big milestone that 100k 👏,Roa███ Mi███,7430515939496346400,"""2024-10-27T17:56:56.000Z""",2,1,big milestone that 100k 👏
Can you add cash to the free funds section without using your isa allowance for the year?,tha███san███,7420536822827107104,"""2024-09-30T20:32:58.000Z""",0,1,Can you add cash to the free funds section without using your isa allowance for the year?
could I put £100k into my 212 fund then DCA in daily till it's all invested ..?... or would it just be the same as just investing it all in one go.?,Dan███Byr███,7406376383251792672,"""2024-08-23T16:43:11.000Z""",1,3,could I put £100k into my 212 fund then DCA in daily till it's all invested ..?... or would it just be the same as just investing it all in one go.?
Is it better to buy (Dist) or (Acc) or get a mix of the two?,Dash,7395598514389025568,"""2024-07-25T15:39:53.000Z""",1,1,Is it better to buy (Dist) or (Acc) or get a mix of the two?
Would you reccomend that one or vanguard?,Mat███wOv███,7445284534822830880,"""2024-12-06T13:06:56.000Z""",0,0,Would you reccomend that one or vanguard?
is this halal?,joe███,7436800047645786913,"""2024-11-13T16:22:36.000Z""",1,2,is this halal?
What’s the difference with this and the vanguard S&P 500?,Jack,7380053388363416352,"""2024-06-13T18:16:46.000Z""",1,0,What’s the difference with this and the vanguard S&P 500?
"If the money isn’t invested, is it safe in a GIA",Ins███Use███meH██████,7408178032223109921,"""2024-08-28T13:14:26.000Z""",1,3,"If the money isn’t invested, is it safe in a GIA"
Surely the loss is fees?,tra███e13███,7426066845562340128,"""2024-10-15T18:12:16.000Z""",1,2,Surely the loss is fees?
yeah but unfortunately after 2k made so after 142 days you ll have to pay tax as you ll breach it. solid though,Mez,7434871161307398944,"""2024-11-08T11:37:38.000Z""",0,7,yeah but unfortunately after 2k made so after 142 days you ll have to pay tax as you ll breach it. solid though
"Uk/How does the FSCS protection apply, ie. Overall or to individual accounts",Harv,7434183413404320544,"""2024-11-06T15:08:48.000Z""",0,6,"Uk/How does the FSCS protection apply, ie. Overall or to individual accounts"
no thanks,Saq███Jut███,7435722057059107617,"""2024-11-10T18:40:05.000Z""",0,0,no thanks
Isn’t vanguard haram?,use███534███733███,7396078908029158176,"""2024-07-26T22:44:16.000Z""",0,0,Isn’t vanguard haram?
Interest is haram bro,Yey███yey███w,7435606692828250913,"""2024-11-10T11:11:46.000Z""",0,0,Interest is haram bro
Hello I am 63 and time is not on my side. But can max out my isa every year as if last year. Is it too late for me? I have already opened trading 212 stock shares isa..,Nas███n,7395299117432488737,"""2024-07-24T20:17:53.000Z""",0,0,Hello I am 63 and time is not on my side. But can max out my isa every year as if last year. Is it too late for me? I have already opened trading 212 stock shares isa..
"Dropped today because Tesla & Alphabet posted lacklustre earnings. I like your content, but think you should encourage people to educate themselves as they invest, rather than just ignore the wobbles.",Cro███nde███,7395293068377801504,"""2024-07-24T19:54:31.000Z""",2,5,"Dropped today because Tesla & Alphabet posted lacklustre earnings. I like your content, but think you should encourage people to educate themselves as they invest, rather than just ignore the wobbles."
"Dude, ain’t this all Haram???",cdf███er,7393749598077109024,"""2024-07-20T16:05:09.000Z""",0,0,"Dude, ain’t this all Haram???"
we're all in it together.. hang in there 👍,Dan███Byr███,7395618891417174817,"""2024-07-25T16:58:58.000Z""",2,1,we're all in it together.. hang in there 👍
I feel your pain mate. We can go down together. down 2+k across the portfolio last 2 days 😬.. next week Doc be our week 😊😊.,Aar███Gen███,7395630548316259104,"""2024-07-25T17:44:14.000Z""",2,2,I feel your pain mate. We can go down together. down 2+k across the portfolio last 2 days 😬.. next week Doc be our week 😊😊.
Question is what would happen if trading 212 went bust ?,X,7415238127239889696,"""2024-09-16T13:51:16.000Z""",0,2,Question is what would happen if trading 212 went bust ?
where can u learn more abt which funds to choose,srey,7393850423419323168,"""2024-07-20T22:36:20.000Z""",4,3,where can u learn more abt which funds to choose
When did you buy the rolls Royce stocks?,S,7410065342363779872,"""2024-09-02T15:18:12.000Z""",2,5,When did you buy the rolls Royce stocks?
Keep up with the videos 👏 thank you,Sou███OfD███ent███,7420554305029587745,"""2024-09-30T21:40:56.000Z""",3,2,Keep up with the videos 👏 thank you
"more great advice, I didn't know the card had come live yet, heading to my T212 app now, ready for Spain 💯👏",sea███hom███n79███,7378027997666132768,"""2024-06-08T07:17:12.000Z""",1,1,"more great advice, I didn't know the card had come live yet, heading to my T212 app now, ready for Spain 💯👏"
"ᴛᴏ ʙᴇ sᴜᴄᴄᴇssғᴜʟ ɪɴ ʟɪғᴇ, ʏᴏᴜ ʜᴀᴠᴇ ᴛᴏ ᴛᴀᴋᴇ ʀɪsᴋs ᴀɴᴅ ᴍᴀᴋᴇ ᴛʜᴇ ʀɪɢʜᴛ ᴅᴇᴄɪsɪᴏɴ. ɪ’ᴍ ɢʟᴀᴅ ɪ ɪɴᴠᴇsᴛᴇᴅ ᴡɪᴛʜ ʏᴏᴜ@Louis hunter",Anna,7426559685794448134,"""2024-10-17T02:04:42.000Z""",1,1,"ᴛᴏ ʙᴇ sᴜᴄᴄᴇssғᴜʟ ɪɴ ʟɪғᴇ, ʏᴏᴜ ʜᴀᴠᴇ ᴛᴏ ᴛᴀᴋᴇ ʀɪsᴋs ᴀɴᴅ ᴍᴀᴋᴇ ᴛʜᴇ ʀɪɢʜᴛ ᴅᴇᴄɪsɪᴏɴ. ɪ’ᴍ ɢʟᴀᴅ ɪ ɪɴᴠᴇsᴛᴇᴅ ᴡɪᴛʜ ʏᴏᴜ@Louis hunter"
Short term fluctuations is all good until a recession/depression hits ;),Mat███old███th,7399215314914050849,"""2024-08-04T09:34:32.000Z""",0,1,Short term fluctuations is all good until a recession/depression hits ;)
How come you invest in both smp and all world etfs?,tha███san███,7397824897115079457,"""2024-07-31T15:38:59.000Z""",2,1,How come you invest in both smp and all world etfs?
"Yeah, ever since I have been trading with @PAULWHEELERFX my financial story has changed I remain grateful to him",Olg███uy,7397866525754213126,"""2024-07-31T18:20:36.000Z""",0,0,"Yeah, ever since I have been trading with @PAULWHEELERFX my financial story has changed I remain grateful to him"
