user_id,comment_text,date_created,num_likes,num_replies,source
ilo███hen███e,Pls open up a store in PH 😭,2024-11-24T13:08:54.000Z,1,1,instagram
DSR███,what’s ur opinion on pies on 212,"""2024-09-30T21:20:02.000Z""",0,7,tiktok
ผมอ███มีฟ███ุ๊ค██████,Like both 💋,"""2024-02-10T10:33:09.000Z""",1,0,tiktok
and███riv███e_o█████████,Mine came with a shadow shattered all over the palette. =(,2024-11-07T23:50:41.000Z,1,1,instagram
pfbid02DhDyd64emUDPDTMitqLFYsLURuhvmPoS6vB7wvUwahHtV4ThSnWYkdi49hAEpecyl,"text, email, teams chat and DM you never know, try to follow the conversation lol","""2024-01-13T14:46:13.000Z""",0,2,facebook
lol███ons███nd_██████,You crazy a lot of splendor and highly hand your hands 😍❤️,2024-06-02T20:34:47.000Z,1,1,instagram
den███12,More provinces please!,2023-01-29T20:22:22.000Z,1,3,instagram
the███lik███up,You’re amazing!!!👏👏👏,2024-10-31T16:48:49.000Z,1,1,instagram
Bar███ysW███,The #BarclaysWSL action taking place today! 👊,"""2024-12-15T09:30:00.000Z""",455,3,twitter
Met███ole███,"⏯️ “No one attended”: patients are outraged after man dies in UPA

Employees who were on duty in Rio will be fired, as reported by the municipal secretary of health, Daniel Soranz

Read:","""2024-12-15T15:12:23.000Z""",30,15,twitter
aid███bua███e,Hand in your hands,2024-06-11T15:02:57.000Z,1,1,instagram
pfbid084UBBASEMevU7TSXEqFr8gzKjb2L9sXSYgNt7djhdxyVbuMFJxgeTATMepAVb8d2l,Why can't you just install security updates and not install apps that I didn't ask for or want? I guess you must get kickbacks from the games or Verizon actually owns them.,"""2024-01-12T21:37:42.000Z""",0,2,facebook
ufc,"We honor Stuart Scott &amp; we remember the message. 

[ @TheVFoundation | Learn how you can help:","""2024-12-15T03:22:38.000Z""",201,12,twitter
Man███,"IT’S DERBY DAY 🔵⚔️🔴

#MUFC || #MCIMUN","""2024-12-15T08:36:00.000Z""",13652,460,twitter
use███821███740███,So would you be covered if you held 80k?,"""2024-10-01T12:49:26.000Z""",1,1,tiktok
Mar███ Mc███is,You are not very good at investing are you🤣,"""2024-09-20T18:36:22.000Z""",0,2,tiktok
Dan███Byr███,could I put £100k into my 212 fund then DCA in daily till it's all invested ..?... or would it just be the same as just investing it all in one go.?,"""2024-08-23T16:43:11.000Z""",1,3,tiktok
pfbid0mhuZb6rMFNGqiMzAcJ7C7Y967Fde95Qxtn8xm6MYNZmSqACxgDTtscPHwwdf7pKNl,Thank you!😊,"""2024-03-27T17:42:06.000Z""",0,0,facebook
ufc,"Hard hitting LHWs are up next! 👊

@VitorPetrino vs @TheHanyakDJ 

[ #UFCTampa is LIVE on @ESPNPlus &amp; ESPN2 ]","""2024-12-15T04:20:53.000Z""",222,72,twitter
bus███ss,"Where are all the women in the chip industry, asks @cathythorbecke. The sector, which is facing a global labor shortage, needs to engage the other half of the world's population","""2024-12-16T00:04:10.000Z""",17,7,twitter
Glo███ews███,"With the end of the Assad dictatorship, many Syrians consider coming home. 12 million have fled since the beginning of the civil war 13 years ago. European countries are reviewing refuge policies to Syrians.

➡ Watch #globonews:","""2024-12-15T22:51:08.000Z""",33,2,twitter
Luke,Having a reliable trader like @PAULWHEELERFX gives you the confidence to invest your money in trading.,"""2024-07-31T18:36:23.000Z""",0,0,tiktok
pfbid0qNYDuhKYnN5gdoNLU3atkMMsqDJg8qZ8KhspZxxTasd7KwsVDG1QZmwNtVBS54ZYl,👎,"""2023-07-20T04:38:17.000Z""",0,4,facebook
nim███gra███,#marketing #sales #socialselling #socialsales #smallbusiness #smallbiz #SMB #CRM #socialCRM #prospecting #startup #startups #contactmanagement #business #SaaS #Gsuite #O365 #Officece365 #Microsoft #socialmedia #entrepreneur #entrepreneurship #influencer #influencermarketing,2019-05-03T12:13:51.000Z,1,1,instagram
pfbid0bsimxyP2EHy1u4rhpfCEzCzw1PvfQpiM43BzNGjbGsDZUA1QExVz1dR9JxJj4oGJl,Anna Lee haha,"""2024-01-12T00:45:12.000Z""",0,0,facebook
cro███ant███ark███,And now mascaras in these colors?😍😍,2024-11-05T21:32:31.000Z,3,1,instagram
pfbid02YuiM9K8imy8RdW6YxFVnhwoLuPWSsSXvhhHUoBkNXQSLT8yFdGpHkJb5Sre8ysm9l,JDM,"""2024-11-28T19:26:22.000Z""",0,0,facebook
liv███nla███gas███,What a stunning property!!,2024-11-13T15:48:00.000Z,1,1,instagram
Grog,How is august going,"""2024-08-03T02:29:18.000Z""",0,0,tiktok
Phy███os,crazy,"""2024-09-19T18:41:55.000Z""",1,0,tiktok
緑茶���███,"The voice is familiar.
Yes, back pain. Gaming?","""2024-02-10T15:54:38.000Z""",0,0,tiktok
100002077784714,Angela Peterson 100% us 😂,"""2024-01-11T23:52:33.000Z""",0,0,facebook
nyp███,Candace Owens named ‘Antisemite of the Year’ by StopAntisemitism: ‘Poisonous hater’,"""2024-12-15T15:50:50.000Z""",9651,2705,twitter
ESP███asi███,"What a game!

Manchester United applies amazing turn on City, wins classic on the Premier League and plays rival in the crisis

➡️","""2024-12-15T18:37:09.000Z""",36,3,twitter
K,Shouldn’t really check portfolio every day if investing for long term,"""2024-08-20T19:25:51.000Z""",2,3,tiktok
Har███uin███,"From @jeppeboys school to the @ChampionsCup 🤝

#COYQ #HARvSTO","""2024-12-15T14:00:01.000Z""",58,1,twitter
ufc,"""Rank me and run me my 50!"" 💰

@SeanWoodsonMMA makes it four in a row at #UFCTampa

[ LIVE NOW on @ESPNPlus PPV ]","""2024-12-15T02:20:13.000Z""",534,49,twitter
Aar███Gen███,Haven’t checked mine 🤣.. probably down a few grand but that’s the nature of it. Love you videos mate really helps keep my emotional chimp in it’s box on days like today,"""2024-07-24T17:55:44.000Z""",2,3,tiktok
the███tch███,Not all heroes wear capes,2024-12-05T22:11:20.000Z,1,2,instagram
lit███boc███,"Sooooo cute! We need these @kayali cookies, @monakattan 💕😛🥳",2024-12-02T04:54:21.000Z,4,1,instagram
gra███tul███,Bro - how do you have so much invested at 30 😳,"""2024-09-16T22:19:16.000Z""",2,1,tiktok
Man███et,Not looking good brav me to 😳,"""2024-08-03T15:19:59.000Z""",1,1,tiktok
its███uki███,The best perfumes,2024-11-27T12:58:53.000Z,1,1,instagram
abe███min███mou███,Inventing,2024-02-21T13:01:21.000Z,1,1,instagram
Man███,"Searching for a breakthrough 🔍

#MUFC || #MCIMUN","""2024-12-15T17:05:05.000Z""",2703,166,twitter
Narz,"wouldn't really call it a crash , maybe use the term ""falling "" crash would be like double digit % decline within 48 hours , unless you just using buzz words for algorithms","""2024-09-08T08:52:47.000Z""",0,2,tiktok
the███zza███rt,❤️,2023-11-29T01:48:39.000Z,1,1,instagram
pfbid02DGsUh8Q1aXmaD55VT2QDJ4H3ts3boYqptH4akVxmYwLEamSe1kofDFoF4uQFdeksl,Happy Birthday to you all!!!🎂🥳🎉,"""2024-09-13T15:35:03.000Z""",0,0,facebook
100040692082513,I haven’t had anything but problems since being with this company! I was tricked into buying devices as well as told lies about my plans . I’m very disappointed ☹️,"""2024-07-17T01:42:53.000Z""",0,5,facebook
nyp███,Police search for whoever discarded a bulldog inside a trash bag in Iowa,"""2024-12-15T17:08:02.000Z""",219,99,twitter
Bob███Spi███,You’re not very good at this are you 😳😳😳,"""2024-09-30T21:36:19.000Z""",0,0,tiktok
ibz███ow9███h,❤️,2024-09-01T16:15:14.000Z,1,1,instagram
Dan███Byr███,what are you waiting for...?.. what's your strategy...?,"""2024-10-02T18:33:41.000Z""",2,3,tiktok
pfbid0J9ckF4JgZVVmxCpfbuRR76bdrS81yADgcyhwAGPevjTZaz6rEtPbencPgDZ184Gnl,Sydney Kerr😂,"""2024-01-13T06:13:53.000Z""",0,0,facebook
laq███tab███ey,Wow what an awesome experience. Thank you so much sharing this with us all ❤️❤️❤️❤️❤️,2024-06-23T23:18:46.000Z,1,1,instagram
nyp███,King Charles is ‘furious’ with Prince Andrew over Chinese spy drama that ‘looks bad’ for royal family,"""2024-12-15T18:56:00.000Z""",177,105,twitter
tvg███o,Mother's entrance,"""2024-12-15T22:09:57.000Z""",222,7,twitter
pfbid02XrfZbFsofDs5aWSQVEoVRPSQ4jbxvWBLq3rHtPzkzaGBGwSiYfCUD2f6rEeLk2TLl,Happy Anniversary.  Great service,"""2024-06-24T13:49:41.000Z""",0,0,facebook
zoo███amm███,2 quid in amd? 😭,"""2024-06-27T10:33:06.000Z""",2,1,tiktok
pfbid02so6G7JmLAPuQS4dZBPavye4WN7wZsLpgPWzKpFddWxcu2XoWDacqoodKDQgoTUNjl,Congratulations 🎊🎉🍾🎈,"""2022-02-25T21:25:07.000Z""",0,0,facebook
bel███za_███y,So beautiful 😍,2024-11-17T13:45:33.000Z,1,1,instagram
pfbid048sjQoZudnHSN6YAMGWzXLS9SFtNhLNDkhaN9dCoBGbistYsXEAMt2cHnEDY4iusl,JDM,"""2024-11-28T17:10:39.000Z""",0,0,facebook
pfbid0DpsTKjS92NoMrkyCwVycEMmReab1ePUFK7TRTSXSgmiWzsHsV4zNB1wovMh9Bppkl,Thank you for your service!,"""2024-11-11T15:33:07.000Z""",0,0,facebook
sj🥊,next ad in 3 scrolls,"""2024-11-15T19:20:03.000Z""",4,0,tiktok
hau███yhi███,Best best best!!💜🖤,2024-11-10T18:13:22.000Z,1,1,instagram
SON███GON███,The school milk is the most delicious 🔥,"""2024-02-18T23:50:19.000Z""",0,0,tiktok
Sam███an,"The investment process was easy to follow, making it perfect for busy individuals like myself. Thank you🥰 @NAYLOR ANDERSON TRADES","""2024-08-27T19:58:49.000Z""",0,0,tiktok
Sku███unk███,Literally started a s&s isa two weeks ago. Only got about a grand in. But this. This is just my luck.,"""2024-08-05T19:56:23.000Z""",1,1,tiktok
Lak███ist███t o█████████s,It’s been a bad couple of days…,"""2024-09-05T20:31:44.000Z""",2,2,tiktok
tvg███o,Diogo Defante 🗣️🗣️🗣️ He is unaware of the word Limit #Melhoresdoano #Domingão,"""2024-12-15T21:04:39.000Z""",300,10,twitter
tvg███o,@ivetesangalo saying that @simonemendes is all wet 🗣️🗣️🗣️🗣️🗣️🗣️ #Melhoresdoano #Domingão,"""2024-12-15T20:31:07.000Z""",163,8,twitter
gre███ay_███les███,🤩,2024-08-02T07:11:38.000Z,1,1,instagram
she███od_███,Just listened to you with Josh Smith. Great stuff. Keep them running 💪.,2024-11-26T21:21:45.000Z,3,1,instagram
องค███ไม่███งหา█████████,Ovaltine,"""2024-02-10T08:20:01.000Z""",0,0,tiktok
1363782034,"AT&T - I bought the new 15 and it’s been in a week- I have spent 6hrs at your store in cool springs TN ( franklin) 
They can’t help-
Public - do not buy this  product from AT&T !!!","""2023-10-31T18:37:11.000Z""",0,1,facebook
rew███kan███,🔻🔻🔻🔻🔻,2024-02-05T07:24:17.000Z,1,1,instagram
pfbid0PM9SAd8RnkTpZkGYTeNvbLu6Knm5oXvJ4RaimHNM2cyaJmBgqCoMMPgeMVpj6KxLl,I am not a very happy customer right now my home internet has been out for a week need a knew 5g box and that was a pain to request also  I get different stories and response from whomever I talk to can’t fix it or they has been a outage and there was not . Pay for over night shipping and still will not be here for 2-3 business days.  I just keep getting told Iam sorry .,"""2024-01-13T12:48:18.000Z""",0,5,facebook
ros███ign███,Fascinating places full of mystery. At least I warn them so ❤️,2024-07-25T16:13:20.000Z,1,2,instagram
pfbid0dDG3ksF1NbaCthwuZfx1tAuzycuhay6nRzvpcb9qZY8uyKnaJAwHJVTaXdrCBFb5l,Congratulations!!!!🎉🎈,"""2024-11-19T02:04:49.000Z""",0,0,facebook
nyp███,‘Last’ bagels from beloved NYC shop up for auction on eBay following sudden closure,"""2024-12-15T01:02:12.000Z""",35,16,twitter
Man███Wom███,"The skipper signs off for 2024! 👋

🤳 @MayaLeTissier

#MUWomen","""2024-12-15T16:39:18.000Z""",684,10,twitter
Fol███_To███spi███,it's lanoit day holiday,"""2024-09-02T15:11:48.000Z""",1,0,tiktok
bus███ss,"International Finance Corp. sees this year’s annual funding commitments to Singapore remaining near a record level, according to a regional executive.","""2024-12-16T04:44:03.000Z""",10,2,twitter
Jos███wt,"What’s best, investing £10 a day, £70 a week or roughly £300 a month?","""2024-11-15T13:10:55.000Z""",2,2,tiktok
LaL███,"Never stop believing. ❤️🤍

@Atleti | #Lalaigaeasports","""2024-12-09T07:00:01.000Z""",1013,12,twitter
pfbid03Vxn2JU5qtm9NSNo9d2yiERSNuzxDayNTkWFYzsksfW3eE3AkCknA5ssgBiFZF1zl,Erica Scearce,"""2024-01-12T13:33:30.000Z""",0,1,facebook
SLB███ica███,"#Slbenficafem | 🤩 Victory in the 1st hand of the # #TaçadaLigafeminine!

⚽ Cristina Martín-Prieto & Amp; Chandra Davidson.

#Lojasespacocasa #europcar #glassdrive #auditiv @adidasfootball","""2024-12-15T12:50:07.000Z""",132,0,twitter
spfl,"FT | 3⃣-3⃣ #CELRAN

Level after 90 minutes in an instant classic!

🏆 #PremierSportsCup","""2024-12-15T17:30:52.000Z""",80,11,twitter
Jas███Mcl███in,@Herrick Craig helped me with his skills. Just few months ago he’s turned my deposit to 5X. He’s been killing it for me. He’s so good,"""2024-09-25T12:21:45.000Z""",0,0,tiktok
Bre███ord███,"Brentford at the Bridge tonight 🐝

#CHEBRE","""2024-12-15T09:00:00.000Z""",771,63,twitter
fra███in_███e__██████,My uncle putting a hand as it should be that glory is for God,2022-09-09T21:01:34.000Z,1,1,instagram
ESP███asi███,"'I don't see that scrotum of corruption anymore'

Romário approves the idea of ​​Ronaldo being president of CBF, but defends Ednaldo

👉","""2024-12-15T20:31:18.000Z""",42,4,twitter
Alec,how do you get premium bonds,"""2024-10-22T21:51:00.000Z""",2,2,tiktok
Dav███ Gy███our██████,I’ve had this for a year now and I’m up to about £20 a month in dividends. Hoping to get to a point where it’s self funding on a monthly basis,"""2024-11-11T10:30:44.000Z""",1,2,tiktok
kann,"When the balloons enlisted for the State of Israel
@Kanilarchive","""2024-12-15T09:04:53.000Z""",74,1,twitter
Nms███eRe███rch███,#Rabbit friends confusing behavior,"""2023-12-25T03:10:44.000Z""",686,139,twitter
lif███thl███b_,Woww 🔥,2024-11-20T08:12:51.000Z,2,1,instagram
bea███ntw███el,😁,"""2024-11-15T21:37:54.000Z""",0,0,tiktok
pin███_cl███,My fave is demolition,2024-11-10T15:15:08.000Z,2,1,instagram
pfbid0k2boWXPA59wzJ7yMC3Wtn1crbnrSLNac9fFfBXFVLGsSPmnxuKD36eixW6dqpYW1l,https://www.facebook.com/share/p/3LhRdEjXTWhZ2DUq/?mibextid=ox5AEW,"""2024-02-05T03:03:15.000Z""",0,0,facebook
pfbid035jbLURYExR1avRgHVE87m3gVuNeXTEFdBeRFv3jp25BAHMB3b3iY28GmkvNXNKpel,"The visionary leader and nation builder, John Dramani Mahama.","""2024-11-28T14:37:48.000Z""",0,0,facebook
ell███sti███van███,@zoemamakos !!! famous !!!,2024-11-09T16:29:14.000Z,3,1,instagram
pfbid02ds3bJXqmKPBz3XjT2fASvaK5fUDuRWE5gseL9ZtwUppHVamA7wvg41okBYBDGGfPl,"At&T email account unlimited.... So i can sell this,,,Please inbox","""2023-01-07T09:08:15.000Z""",0,0,facebook
sho███ogy███rti██████,Dope shot👏🏾👌🏾,2024-07-16T04:17:05.000Z,1,1,instagram
roq███_kh███,🔥🔥🔥,2024-04-11T07:41:12.000Z,1,1,instagram
pfbid0SqQKgjFwHpiKAVdCiM9VxgxnPzcY7dkxEBufxrThcmbzRMjT1fpdsyKxrPjhgprXl,👏🏾,"""2022-12-05T00:12:15.000Z""",0,0,facebook
pfbid02k3oPpJ9R1expwAExRf6y3aWJfMwvQBhkmMRNbvdA2ZASoq35f4yRRgXPvknL5ptHl,Worst customer service that I have ever dealt with 💯,"""2023-12-09T19:30:18.000Z""",0,1,facebook
LAT███,How does tax work with that cash isa on 212? Do you have to sort the tax side or do they deduct it from the interest?,"""2024-10-23T14:24:12.000Z""",0,1,tiktok
ms.███ett███e,I want this shade Beautiful.,2024-11-28T15:21:53.000Z,1,1,instagram
gab███lpa███nof██████,👏🏻👏🏻👏🏻👏🏻,2024-12-13T12:25:38.000Z,1,1,instagram
flo███ser███tur██████,👏❤️,2024-11-13T21:58:18.000Z,2,1,instagram
pfbid0PQe8R7HDVfxRwtaYKH9vkAr3JF2DEwMR2dgaZncdQuGYLBitQv6G6aDsUwCNNiFAl,Rowan West,"""2024-01-12T19:06:58.000Z""",0,0,facebook
ESP███asi███,"Palmeiras wins Mexican club and hires Facundo Torres for five seasons ✍️ ✅ 

➡️","""2024-12-15T14:24:42.000Z""",279,3,twitter
pfbid02viFte1D8NQxWwgCxkefJyAZR8vAqM1zxNgPFrt5JhLy7L6Nta9EojrWL5MdZSMykl,"I've been chatting with your ""Verizon Agent"" for over 3 hours about how they decided not to honor 2 promotions without cause. they agree to the error but this is what i have been told for the last 3 hours ""Please bear with me as a am trying to process and submit ticket for the correction"" that's verbatim, and this is after i explained the situation 4 times and sent them the link to the promotion that is still in effect!","""2024-01-13T02:04:38.000Z""",0,3,facebook
pfbid0QQXFJXHmXon4XYsisrzfDeY4daM8fWWHJjgAXUnBYwZBUJ77XYpS6a4U8piKchAPl,We just bought a ticket. We’re praying for the Webb family ❤️,"""2024-08-12T21:15:19.000Z""",0,0,facebook
RR,"Hi, I have just started using it, why does it not buy straightaway like other companies?","""2024-11-22T20:50:37.000Z""",0,1,tiktok
_ju███tal███s,"It’s incredible, my new fav👌🏾🫶🏾🙌🏾",2024-11-19T04:05:25.000Z,2,1,instagram
One███nau███,Believe in the Lord Jesus Christ and you will be saved,"""2024-11-16T18:02:01.000Z""",2,0,tiktok
r__███mmr███,The fourth step is the original moon 😍❤️,2019-07-01T10:18:32.000Z,1,1,instagram
kann,"An exclusive interview with actor Yu Lori on #Tehran 

Tomorrow Chapter Second after the news here 11 and here Box","""2024-12-15T17:57:00.000Z""",94,7,twitter
Wat███elo███,RO,"""2024-11-16T23:01:56.000Z""",1,0,tiktok
Dan███ros███urg███,@Gabriel Rodrigues Is the most genuine and trustworthy trader.,"""2024-09-20T00:40:59.000Z""",0,0,tiktok
pfbid079PjhRzfL398vDGQ8r7WPbtbMEkQGrVEAMxyXJnGqTAka5dYEQLcXaMdpHQj6bTyl,"I'm very dissatisfied with Verizon Fios. They promised me an Amazon gift card for signing up, but I can't redeem it. If this issue persists, I'm considering canceling my account due to the breach of contract. I've come across others facing the same problem. What steps is Verizon taking to address and resolve this issue? It's frustrating to be offered something that the company can't deliver on.","""2024-01-24T16:35:18.000Z""",0,0,facebook
KAA███t,"𝙃𝙖𝙥𝙥𝙮 𝙗𝙞𝙧𝙩𝙝𝙙𝙖𝙮, 𝙕𝙡𝙖𝙩𝙖𝙣! 🥳🎉

Enjoy your 41st birthday and thank you for the great memories!  157 games, 31 goals, 28 assists &amp; 🏆 (Cupwinner 2010) 

#COBW #OLEARYSGENT","""2024-12-15T09:00:00.000Z""",1023,3,twitter
gra███goo███n,QUEEN 👸🏼 @aubreyfwalley,2024-11-09T21:01:27.000Z,1,1,instagram
Man███y,"36. @JoskoGvardiol4 nods home a @KevinDeBruyne cross to give us the lead!! 💪

🩵 1-0 🔴 #ManCity","""2024-12-15T17:09:53.000Z""",1264,92,twitter
sky███rz,I will not find the most beautiful of you .. Your Lord is happy with your place 🤍💚,2024-04-16T14:16:34.000Z,2,4,instagram
hjy███m,🔥🔥🔥,2024-06-22T12:04:05.000Z,1,1,instagram
mun███abd███ah9███,👏🏻👏🏻👏🏻,2023-11-06T19:48:03.000Z,1,1,instagram
CPFC,"🐈 

#CPFC // #BHACRY","""2024-12-15T15:42:12.000Z""",395,11,twitter
bus███ss,"China’s home-price declines eased for a third month in November, pointing to a mixed picture for the property market after stimulus measures failed to sustain a rebound in sales","""2024-12-16T02:02:39.000Z""",20,4,twitter
PGA███R,"Bru-wins 🏆🏆

The UCLA alums are champions @GTInvitational.","""2024-12-15T21:20:59.000Z""",328,22,twitter
wob███wjk███,"I'm earning over $32k weekly basis,I had no idea in trading, all this was handled through the help of an expert in trading Dm him @Brighton Tyrone","""2024-08-12T21:02:50.000Z""",0,0,tiktok
spfl,A big hand from @CelticFC's Great Dane in the shootout 🚫,"""2024-12-15T18:23:50.000Z""",922,13,twitter
pfbid028AUVm63fz7DQUQX1KeUhz3r3bQoScQxDNeR9F3tLszDuf1sfSQL8BMg3M7tCtidwl,Erica Moore,"""2024-01-11T21:46:43.000Z""",0,0,facebook
pfbid031rWaWj2jb2hCtJGmBGS1i2P2RUvxu8dJcWtzQwH5zZrQVtvHVUBiRcy1H4uyag1Jl,Shana' Glover,"""2024-01-11T22:03:42.000Z""",0,0,facebook
mac███mar███uni█████████es,One day I will go! ❤️,2024-05-03T13:40:19.000Z,1,1,instagram
pfbid022Eu82G1bVfhu93uwZPE1M5BBCGLFHqvd7hGi49K16ENYZJpDKTK5oGDP5sW8enMVl,JM. The nation Builder,"""2024-11-29T07:05:09.000Z""",0,0,facebook
son███lol███,I spy my best friend !!! 💙✨ @emmalee.evans,2024-11-18T23:37:00.000Z,2,1,instagram
pfbid02zx6AmSkuyBPrhpNKnTxxhkQw9VcrEDVHR7YofPrT4TeZ81bobhHAihAcK4MKZSFVl,"Kim Czernicki Ramsey, US 🤣🤣","""2024-01-11T22:19:26.000Z""",0,0,facebook
fel███abe███ds,Fucking vet lol,2024-09-05T16:53:50.000Z,1,1,instagram
bus███ss,"Volkswagen’s stalemate with labor leaders looks increasingly likely to drag into 2025, denying CEO Oliver Blume the fresh start he’s seeking to turn around Europe’s biggest carmaker","""2024-12-16T05:09:09.000Z""",12,4,twitter
WWE,"The Liv Morgan World Tour rolls on! 👊

@YaOnlyLivvOnce outlasts @Iyo_SkyWWE at #SNME!","""2024-12-15T01:44:27.000Z""",11582,532,twitter
Cm,Want to lend me 500 bro,"""2024-09-30T13:53:40.000Z""",4,3,tiktok
eng███dcr███et,"A lovely surprise waiting for Maia Bouchier back in changing room, courtesy of @Danni_Wyatt 🥹","""2024-12-15T11:59:00.000Z""",390,6,twitter
Eri███Mir███a,"Do you want to earn money trading crypto,dm crypto_johnson for help","""2024-11-15T11:17:07.000Z""",1,0,tiktok
twi███in_███s,So U have started the Holy war. 🔥,2024-10-03T17:16:51.000Z,1,3,instagram
.,"Hi, I saw under the VUSA “upcoming events” there is a dividend claiming to pay “$0.31”. Does this mean I get $0.31 for having bought in it or is it $0.31 per share that I own in the VUSA? Thanks","""2024-12-10T10:25:40.000Z""",0,1,tiktok
pfbid0Ah32xHoPHZzr5vpw5WZV2XrqcRDvTcX5HXEzwnbaezK1Wr6AdAErTvANHRd6nXvml,The elephant shall maintain to be our ruling government,"""2024-11-28T17:29:04.000Z""",0,0,facebook
100074591906315,JMoooo,"""2024-11-28T15:02:38.000Z""",0,0,facebook
pfbid0hWazhZJUqesyK4urXKk5jCa4bwdoz5wzMPZfgvjoXTHDcKPcj5F2FDdJnUQzvvWAl,"Bawulier has no shame, he can't stop lieying, he is not an option, Ghana deserves better, Vote for change, Vote for Truth over lie's, JDM all the way Inshallah","""2024-11-29T07:16:30.000Z""",0,0,facebook
a.m███aei███i03███,Unique here,2024-07-23T20:13:07.000Z,1,1,instagram
sar███an9███,Do I need these in my life @maccosmetics (as I sit here with my finger hovering over purchase)?,2024-11-25T00:35:28.000Z,0,1,instagram
100001419408961,So Tv3 how many polls do want to conduct.? Everyday you do a different poll with repetitive response from the same people,"""2024-11-28T15:27:40.000Z""",0,0,facebook
tot███8,❤️❤️❤️❤️❤️,2024-08-08T18:53:06.000Z,1,1,instagram
ide███tyc███ers█████████up,Love this,2024-11-20T20:13:31.000Z,1,2,instagram
tvg███o,"""Long live Bahia, also"" 🤩🤩🤩 #Melhoresdoano #Domingão","""2024-12-15T23:04:39.000Z""",295,5,twitter
boo███oli███1,"All I can think is....all of the people who will be buying actual glue to use it as a ""life hack' after seeing this 😂",2024-11-19T15:30:47.000Z,16,1,instagram
jjo███als███,My heart can’t take any more of this 🤢,2024-02-11T19:28:47.000Z,1,1,instagram
Eag███uto███,FTSE is shite,"""2024-09-24T17:27:04.000Z""",0,1,tiktok
HK ███ina███,you have a lot invested with not a lot return?,"""2024-06-28T15:03:00.000Z""",0,1,tiktok
geo███.th███cco█████████,Hahahaha £600 down 😂,"""2024-06-01T08:14:32.000Z""",0,2,tiktok
pfbid051Yo2qmLPwCQu5dmKNrbURx9vN6PwxFwiwyHcK2GdkyYLWUNn2Yhqn6gH8wzLdZKl,Love you Grandma,"""2022-02-25T03:50:06.000Z""",0,0,facebook
sum███ala███d,@sudzud @coffeeeebabe,2019-04-02T18:28:58.000Z,3,1,instagram
the███opl███ise██████,🔥👏,2024-05-02T01:42:37.000Z,1,1,instagram
zzz███jei███r,"Marathon digital did very well, bought in last Friday. Up around 10% 🫡🫡","""2024-09-09T16:15:50.000Z""",2,2,tiktok
Man███,"🔄 United are forced into an early change.

#MUFC || #MCIMUN","""2024-12-15T16:45:04.000Z""",2073,333,twitter
pfbid02tKnAgFr137B6uR9J1GbtD48BQLMiFDWsm2YVMnaCgBGSN1HUi2SdvSXzM3PKQDRAl,🙌👏,"""2024-04-23T23:14:47.000Z""",0,0,facebook
joe███,is this halal?,"""2024-11-13T16:22:36.000Z""",1,2,tiktok
pfbid0ryuvmjykhZYZujd5DQmgEwLBS4FopLyRzLzLiNJWTgMwFHL1rXLaRo1ag1qY5xGVl,AT&T IS BAIT AND SWITCH These are bait and switch plans like we found out on their iWatch promotion which is costing us $58 more per month then they quoted us. Their customer service say they cannot do anything about it. We will be switching to Sprint tomorrow.,"""2023-07-11T02:15:16.000Z""",0,1,facebook
bus███ss,"President-elect Donald Trump has expressed interest in privatizing the US Postal Service, the Washington Post reported.","""2024-12-15T00:05:02.000Z""",50,17,twitter
ufc,"And that's a WRAP for 2024 🎉

#UFCTampa","""2024-12-15T07:02:09.000Z""",726,63,twitter
61553498957151,"Sounds like there are a lot of people with the same experience as me. Customer service tells you ""about"" what your bill will be after your ""credits"", but it takes up to 3 months. Then your bill is triple or double that, even after activation fees, more fees, and customer service just gives you the run around, since it is a screwed up credit system which is what seems to get them out of fair consumer services. 

I am stuck in a 3 year contract with a bill double what I was told in the store and multiple times on the phone after my first bills were triple that. 

Go here and share your story and to keep other people from getting into their contracts and if there is enough of us, there will be legal action we can take.
https://www.facebook.com/profile.php?id=61553498957151&mibextid=ZbWKwL","""2023-11-22T18:30:38.000Z""",0,0,facebook
DAV███LIM███CKU█████████️🤗███,Having someone like you who's not only a great innovator but also pulls his best to get the work done so beautiful. Thanks for putting your efforts and time in ensuring that I get back.@TRACKBACKASSET,"""2024-10-01T00:11:21.000Z""",1,0,tiktok
she███cge███,❤️❤️❤️,2024-11-21T14:34:11.000Z,4,1,instagram
1094782481,Happy Thanksgiving 🍁,"""2023-11-24T04:21:43.000Z""",0,0,facebook
pfbid0mBDf29mgNnK3aPEEVhpGny9HirANiWCR9ka1Vb6CH3Y4g5PRb3qJW4t1EmhoMxCcl,"As of today, 

I will not continue my business with AT&T. I traded my phone in and get credited for $1000 and yet they continue to charge me and offer no explanation.","""2024-01-21T16:36:20.000Z""",0,1,facebook
nas███996███,I used to eat a switch recipe.,"""2024-03-21T04:21:21.000Z""",0,0,tiktok
Killy,You are very lucky your only invested in All world 😂,"""2024-07-20T18:42:53.000Z""",1,1,tiktok
pav███sid███,@anyasasata @manikamoh 😍😍,2024-11-19T22:24:10.000Z,1,1,instagram
jes███aga███e,@gmurda_ she’s an angel ❤️❤️❤️,2024-04-15T16:00:08.000Z,1,1,instagram
Jones,@Gabriel Rodrigues I’m glad I trusted your money making platform.,"""2024-09-23T22:03:22.000Z""",0,0,tiktok
xqs93,🥰🥰🥰,"""2024-02-10T15:49:07.000Z""",0,0,tiktok
